üniversite_adı,ülke,öğretim,uluslararası,araştırma,atıflar,gelir,toplam_puan,öğrenci_sayısı,öğrenci_personel_oranı,uluslararası_öğrenciler,yıl,kadın_oranı,erkek_oranı
Indiana University,United States of America,48.3,36.0,44.2,72.5,49.032975986277876,53.2,62468,13.6,0.13,2013,0.53,0.47
National Taiwan University,Taiwan,56.4,24.6,65.7,45.5,44.0,53.2,31891,11.9,0.07,2013,0.39,0.61
University of Utah,United States of America,43.3,25.2,41.3,81.0,63.3,53.2,25674,16.9,0.09,2013,0.45,0.55
Hebrew University of Jerusalem,Israel,48.8,50.3,55.8,57.0,33.6,53.1,17612,10.7,0.05,2013,0.55,0.45
Tohoku University,Japan,57.7,32.0,55.6,48.9,80.7,53.1,17200,5.0,0.07,2013,0.25,0.75
University of Glasgow,United Kingdom,37.3,69.7,40.2,78.1,44.1,53.0,22616,16.0,0.29,2013,0.57,0.43
KTH Royal Institute of Technology,Sweden,47.5,86.1,49.7,49.1,100.0,52.9,12062,14.6,0.21,2013,0.3,0.7
VU University Amsterdam,Netherlands,40.5,47.1,45.1,74.2,58.5,52.9,23280,16.3,0.06,2013,0.56,0.44
University of Basel,Switzerland,37.1,89.8,23.2,87.8,64.2,52.8,12551,17.3,0.24,2013,0.54,0.46
University of Leeds,United Kingdom,41.5,66.6,48.6,65.8,41.3,52.8,27703,14.7,0.21,2013,0.58,0.42
University of Freiburg,Germany,48.3,54.9,33.0,72.4,81.1,52.3,26467,31.2,0.16,2013,0.52,0.48
Lancaster University,United Kingdom,37.7,76.2,40.9,73.2,31.8,52.1,11512,14.9,0.33,2013,0.52,0.48
Queen Mary University of London,United Kingdom,33.1,87.0,30.0,85.4,42.7,52.1,14260,14.0,0.4,2013,0.52,0.48
Osaka University,Japan,59.5,23.6,55.7,46.4,69.6,52.0,23144,7.8,0.09,2013,0.31,0.69
Arizona State University,United States of America,38.4,27.4,45.2,79.9,31.8,51.9,83236,29.9,0.09,2013,0.5,0.5
Technical University of Denmark,Denmark,37.9,77.0,30.0,76.9,98.7,51.7,9990,5.0,0.18,2013,0.27,0.73
Boston College,United States of America,34.5,52.4,33.2,88.7,49.032975986277876,51.6,13216,17.4,0.19,2013,0.54,0.46
Karlsruhe Institute of Technology,Germany,46.3,64.5,38.9,63.4,82.9,51.5,25294,24.6,0.16,2013,0.26,0.74
University of Bern,Switzerland,43.0,77.3,36.0,69.7,42.0,51.5,14708,22.5,0.14,2013,0.54,0.46
University of Exeter,United Kingdom,33.2,74.1,38.1,78.1,37.1,51.3,17755,18.8,0.28,2013,0.54,0.46
RWTH Aachen University,Germany,45.3,53.9,32.4,73.8,63.1,51.1,37917,27.6,0.16,2013,0.31,0.69
"University of California, Riverside",United States of America,29.1,62.8,32.5,90.3,33.5,51.1,20626,22.0,0.12,2013,0.51,0.49
Texas A&M University,United States of America,46.4,47.2,58.3,49.3,45.5,50.9,50657,21.4,0.09,2013,0.47,0.53
Yeshiva University,United States of America,51.7,28.4,30.1,78.8,49.032975986277876,50.9,6753,5.5,0.07,2013,0.53,0.47
Tel Aviv University,Israel,50.7,39.5,59.8,43.7,49.2,50.5,23977,24.4,0.04,2013,0.5,0.5
University of Birmingham,United Kingdom,44.8,69.7,46.7,56.3,38.4,50.5,25295,16.4,0.23,2013,0.54,0.46
University of São Paulo,Brazil,63.0,24.5,65.7,30.2,40.0,50.5,81402,14.6,0.04,2013,0.48,0.52
University of Auckland,New Zealand,34.0,88.0,40.9,64.2,76.6,50.3,29787,18.9,0.28,2013,0.54,0.46
Stony Brook University,United States of America,38.8,52.8,29.9,82.9,31.6,50.2,21908,10.9,0.24,2013,0.5,0.5
University of Vienna,Austria,44.3,86.3,46.7,52.4,29.1,50.2,34651,20.5,0.25,2013,0.67,0.33
Université Catholique de Louvain,Belgium,38.6,64.3,40.5,68.8,34.5,50.0,28856,42.0,0.19,2013,0.54,0.46
University of Delaware,United States of America,30.0,37.3,41.6,76.6,97.7,49.7,19262,15.9,0.1,2013,0.56,0.44
Paris Diderot University – Paris 7,France,31.9,66.8,27.1,87.9,49.032975986277876,49.6,27756,14.8,0.17,2013,0.63,0.37
University of Texas at Dallas,United States of America,32.6,46.8,32.2,85.2,40.0,49.5,16306,22.8,0.23,2013,0.44,0.56
George Washington University,United States of America,48.1,36.6,28.0,77.1,30.0,49.4,20541,12.0,0.16,2013,0.56,0.44
University of Iowa,United States of America,49.0,26.4,40.9,65.7,49.032975986277876,49.3,27526,11.6,0.11,2013,0.52,0.48
École Normale Supérieure de Lyon,France,40.8,61.0,25.9,79.6,28.9,49.2,2218,8.0,0.14,2013,0.49,0.51
University of Bonn,Germany,40.9,54.0,26.1,80.4,49.032975986277876,49.0,32474,70.4,0.13,2013,0.55,0.45
University of Liverpool,United Kingdom,38.7,73.7,37.5,64.8,46.4,49.0,18815,13.6,0.3,2013,0.52,0.48
University of Ottawa,Canada,40.8,58.1,41.4,63.1,43.0,49.0,36733,26.3,0.15,2013,0.6,0.4
Georgetown University,United States of America,56.4,32.9,35.6,59.8,49.032975986277876,48.9,15408,8.5,0.14,2013,0.53,0.47
Rensselaer Polytechnic Institute,United States of America,36.2,32.9,40.2,73.0,66.8,48.9,6671,15.0,0.16,2013,0.3,0.7
University of Aberdeen,United Kingdom,31.9,84.1,34.3,71.5,48.9,48.8,12938,15.8,0.33,2013,0.54,0.46
University of Adelaide,Australia,37.3,82.2,43.7,55.9,63.2,48.8,20771,30.1,0.26,2013,0.48,0.52
University of East Anglia,United Kingdom,29.6,68.9,27.7,85.5,30.7,48.8,14992,14.7,0.28,2013,0.58,0.42
University of Reading,United Kingdom,39.3,72.4,41.1,61.3,35.2,48.8,12050,14.8,0.28,2013,0.55,0.45
Joseph Fourier University,France,36.6,56.3,26.5,81.8,36.3,48.6,16130,12.1,0.13,2013,0.5,0.5
Newcastle University,United Kingdom,37.9,74.4,30.5,72.1,37.4,48.6,20174,15.2,0.29,2013,0.5,0.5
City University of Hong Kong,Hong Kong,35.2,64.0,41.8,64.1,53.6,48.5,10015,7.1,0.28,2013,0.51,0.49
Yonsei University,South Korea,48.3,33.4,50.6,48.6,56.1,48.2,24774,11.6,0.14,2013,0.5,0.5
Colorado School of Mines,United States of America,24.9,51.2,22.5,94.3,66.0,48.0,5287,18.2,0.12,2013,0.26,0.74
University of Illinois at Chicago,United States of America,53.9,29.1,42.6,52.9,40.4,48.0,24313,9.2,0.17,2013,0.53,0.47
William & Mary,United States of America,41.3,25.8,22.6,87.1,29.9,48.0,7867,11.8,0.07,2013,0.54,0.46
University College Dublin,Republic of Ireland,31.1,76.5,31.8,74.9,35.3,47.9,22193,24.5,0.23,2013,0.5,0.5
University of Twente,Netherlands,35.8,61.5,46.4,55.6,79.7,47.9,6631,12.0,0.26,2013,0.37,0.63
University of Western Australia,Australia,35.0,88.4,39.9,55.7,60.0,47.3,20851,20.7,0.27,2013,0.5,0.5
Wake Forest University,United States of America,37.5,19.0,22.4,89.1,48.0,47.3,7326,4.6,0.05,2013,0.51,0.49
University of Antwerp,Belgium,33.8,58.5,35.5,64.8,100.0,47.1,12346,30.3,0.16,2013,0.56,0.44
Iowa State University,United States of America,35.7,30.5,34.3,74.9,44.0,46.9,29991,17.4,0.11,2013,0.44,0.56
Technion Israel Institute of Technology,Israel,44.8,55.9,50.2,44.0,40.8,46.9,13855,19.4,0.04,2013,0.35,0.65
University of Miami,United States of America,48.7,33.1,27.0,69.7,49.032975986277876,46.9,15286,5.7,0.14,2013,0.5,0.5
University of Leicester,United Kingdom,33.0,83.7,32.5,66.5,34.9,46.7,14541,13.4,0.35,2013,0.54,0.46
University of Victoria,Canada,20.2,65.9,33.7,82.7,30.6,46.7,17581,21.5,0.11,2013,0.56,0.44
University at Buffalo,United States of America,46.3,50.7,40.6,52.1,42.4,46.6,25668,19.0,0.19,2013,0.47,0.53
Goethe University Frankfurt,Germany,33.3,57.6,29.7,73.9,41.4,46.4,31861,9.3,0.15,2013,0.6,0.4
"Birkbeck, University of London",United Kingdom,27.6,83.2,30.5,72.8,29.4,46.2,9454,17.2,0.38,2013,0.55,0.45
Autonomous University of Barcelona,Spain,39.0,47.1,35.7,62.8,37.3,59.88001693480102,30538,12.3,0.1,2013,0.59,0.41
Brandeis University,United States of America,27.3,45.3,27.9,83.1,37.4,59.88001693480102,5495,12.6,0.22,2013,0.55,0.45
Cardiff University,United Kingdom,32.5,68.1,38.2,60.2,39.8,59.88001693480102,23347,13.1,0.23,2013,0.57,0.43
Fudan University,China,45.3,38.6,39.5,51.3,46.3,59.88001693480102,32175,12.2,0.11,2013,0.5,0.5
Johannes Gutenberg University of Mainz,Germany,33.5,57.0,18.4,85.2,49.032975986277876,59.88001693480102,35609,32.6,0.1,2013,0.58,0.42
Lomonosov Moscow State University,Russian Federation,63.5,50.3,48.1,19.7,70.1,59.88001693480102,30822,7.7,0.2,2013,0.43,0.57
Middle East Technical University,Turkey,50.8,28.0,46.0,44.6,50.6,59.88001693480102,25779,22.2,0.07,2013,0.44,0.56
Nagoya University,Japan,44.2,25.3,39.2,53.3,35.5,59.88001693480102,15529,7.9,0.1,2013,0.29,0.71
Northeastern University,United States of America,40.1,41.0,21.2,76.4,33.8,59.88001693480102,18539,15.1,0.26,2013,0.5,0.5
Pompeu Fabra University,Spain,27.3,49.9,23.2,77.5,34.2,59.88001693480102,10901,18.3,0.13,2013,0.59,0.41
Queen’s University,Canada,39.5,58.0,35.4,51.2,77.3,59.88001693480102,20488,22.1,0.1,2013,0.58,0.42
"St George’s, University of London",United Kingdom,20.0,57.9,22.6,89.7,44.1,59.88001693480102,2958,13.4,0.17,2013,0.61,0.39
Sungkyunkwan University (SKKU),South Korea,47.1,30.9,48.7,39.3,98.7,59.88001693480102,24365,20.3,0.09,2013,0.39,0.61
Tilburg University,Netherlands,38.2,56.6,54.5,33.7,54.8,59.88001693480102,7576,22.4,0.1,2013,0.49,0.51
University of Barcelona,Spain,32.5,46.0,33.4,71.4,30.9,59.88001693480102,47491,12.2,0.1,2013,0.62,0.38
University of Dundee,United Kingdom,24.8,66.6,23.2,81.1,49.9,59.88001693480102,11628,15.3,0.25,2013,0.6,0.4
University of Erlangen-Nuremberg,Germany,35.0,49.0,18.7,74.6,45.2,59.88001693480102,36146,53.9,0.09,2013,0.49,0.51
University of Georgia,United States of America,45.4,36.2,40.1,46.8,31.3,59.88001693480102,33119,19.9,0.07,2013,0.57,0.43
University of Gothenburg,Sweden,28.3,48.4,41.9,63.8,38.6,59.88001693480102,26420,16.4,0.12,2013,0.5,0.5
University of Innsbruck,Austria,36.6,88.7,17.9,71.6,38.2,59.88001693480102,18209,16.9,0.39,2013,0.54,0.46
University of Konstanz,Germany,32.6,58.5,35.6,64.5,51.9,59.88001693480102,10930,59.1,0.12,2013,0.54,0.46
University of Oslo,Norway,33.5,59.0,39.8,62.3,31.4,59.88001693480102,27139,18.8,0.18,2013,0.5,0.5
University of Science and Technology of China,China,39.2,22.0,27.7,72.7,50.1,59.88001693480102,14290,7.9,0.02,2013,0.5,0.5
University of Strasbourg,France,29.7,68.3,29.2,72.0,34.8,59.88001693480102,46208,17.8,0.21,2013,0.58,0.42
University of Tübingen,Germany,36.3,56.3,25.1,73.8,31.6,59.88001693480102,28327,38.9,0.12,2013,0.58,0.42
Carleton University,Canada,18.3,56.8,26.7,75.1,49.032975986277876,59.88001693480102,25036,29.8,0.18,2013,0.47,0.53
Chalmers University of Technology,Sweden,29.9,65.3,41.5,47.7,78.5,59.88001693480102,8605,11.6,0.15,2013,0.3,0.7
Florida Institute of Technology,United States of America,16.2,58.4,11.9,92.5,28.7,59.88001693480102,4408,13.7,0.26,2013,0.34,0.66
Indian Institute of Technology Kharagpur,India,44.2,16.1,45.3,39.0,72.4,59.88001693480102,9928,17.5,0.0,2013,0.15,0.85
Korea University,South Korea,44.7,27.3,43.7,39.4,52.1,59.88001693480102,24043,15.8,0.14,2013,0.5,0.5
Koç University,Turkey,20.4,52.8,22.3,79.2,37.9,59.88001693480102,4488,14.6,0.08,2013,0.52,0.48
Laval University,Canada,36.4,54.4,27.3,57.5,56.6,59.88001693480102,27227,16.2,0.12,2013,0.5,0.5
Mines ParisTech,France,39.5,62.4,25.6,51.7,99.4,59.88001693480102,1283,5.6,0.22,2013,0.28,0.72
National Research Nuclear University MePhI,Russian Federation,20.9,18.8,10.6,100.0,59.6,59.88001693480102,7801,7.3,0.07,2013,0.29,0.71
National Tsing Hua University,Taiwan,45.5,20.1,44.1,44.4,44.0,59.88001693480102,10221,13.5,0.05,2013,0.33,0.67
Simon Fraser University,Canada,24.0,55.6,35.3,61.0,41.6,59.88001693480102,26640,28.3,0.19,2013,0.55,0.45
Technical University of Darmstadt,Germany,37.8,64.4,31.8,44.4,84.4,59.88001693480102,20300,53.6,0.18,2013,0.28,0.72
Tulane University,United States of America,42.8,31.2,22.6,66.8,49.032975986277876,59.88001693480102,11381,8.4,0.08,2013,0.56,0.44
University of Bergen,Norway,28.3,71.0,26.8,66.2,41.1,59.88001693480102,11623,11.1,0.12,2013,0.6,0.4
University of Calgary,Canada,37.3,62.2,35.8,47.1,42.8,59.88001693480102,28341,16.5,0.17,2013,0.53,0.47
University of Cincinnati,United States of America,34.9,23.9,26.5,69.5,35.8,59.88001693480102,36108,15.7,0.06,2013,0.54,0.46
University of Missouri,United States of America,40.4,30.8,45.8,45.2,31.1,59.88001693480102,29885,14.1,0.05,2013,0.53,0.47
University of Otago,New Zealand,28.8,85.4,30.9,54.8,37.2,59.88001693480102,18600,20.3,0.21,2013,0.57,0.43
University of South Florida,United States of America,32.6,19.7,42.0,48.4,98.9,59.88001693480102,31424,21.5,0.1,2013,0.5,0.5
University of the Witwatersrand,South Africa,28.6,65.1,38.3,49.8,98.4,59.88001693480102,23321,18.6,0.09,2013,0.56,0.44
University of Waterloo,Canada,34.7,58.3,42.1,41.8,39.4,59.88001693480102,30726,24.2,0.14,2013,0.45,0.55
University of Western Ontario,Canada,39.4,51.3,37.2,44.8,44.6,59.88001693480102,27387,20.7,0.16,2013,0.54,0.46
University of Würzburg,Germany,33.0,44.8,19.4,70.9,30.4,59.88001693480102,26576,38.4,0.08,2013,0.57,0.43
Université Libre de Bruxelles,Belgium,25.6,78.2,30.6,59.3,54.9,59.88001693480102,23819,26.1,0.32,2013,0.54,0.46
Aalto University,Finland,34.4,52.0,26.8,50.1,73.7,59.88001693480102,16099,24.2,0.17,2013,0.32,0.68
Dalhousie University,Canada,30.2,59.1,29.8,54.3,65.0,59.88001693480102,15064,14.4,0.18,2013,0.55,0.45
Hong Kong Polytechnic University,Hong Kong,34.6,65.4,41.2,39.8,42.2,59.88001693480102,22064,25.9,0.26,2013,0.51,0.49
Indian Institute of Technology Bombay,India,47.3,19.9,33.1,45.6,52.7,59.88001693480102,8327,14.9,0.01,2013,0.16,0.84
Macquarie University,Australia,22.0,86.8,29.6,54.8,37.2,59.88001693480102,27930,20.0,0.44,2013,0.55,0.45
Nanjing University,China,41.3,48.4,25.3,52.1,47.7,59.88001693480102,29743,13.3,0.1,2013,0.46,0.54
National Chiao Tung University,Taiwan,39.6,27.2,49.6,31.5,99.0,59.88001693480102,12646,16.6,0.05,2013,0.27,0.73
Norwegian University of Science and Technology,Norway,34.2,57.5,27.7,50.8,45.2,59.88001693480102,17381,13.9,0.09,2013,0.46,0.54
Queensland University of Technology,Australia,27.6,69.2,37.0,47.0,58.9,59.88001693480102,33391,35.8,0.17,2013,0.54,0.46
State University of Campinas,Brazil,51.7,20.9,46.8,26.5,44.9,59.88001693480102,27095,15.3,0.03,2013,0.48,0.52
Stellenbosch University,South Africa,31.5,47.8,35.0,48.9,96.6,59.88001693480102,21849,23.0,0.08,2013,0.53,0.47
Tokyo Metropolitan University,Japan,19.0,19.6,9.8,97.1,31.1,59.88001693480102,9303,9.9,0.04,2013,0.35,0.65
Umeå University,Sweden,23.5,52.4,34.5,59.6,29.7,59.88001693480102,16667,11.9,0.07,2013,0.6,0.4
University of Connecticut,United States of America,42.5,40.5,29.7,50.0,32.6,59.88001693480102,25742,13.0,0.11,2013,0.51,0.49
University of Essex,United Kingdom,33.7,86.4,34.6,39.6,31.0,59.88001693480102,12695,19.8,0.39,2013,0.55,0.45
University of Iceland,Iceland,11.4,59.9,28.0,71.0,74.4,59.88001693480102,13960,25.9,0.08,2013,0.66,0.34
University of Kiel,Germany,32.1,44.6,27.0,62.5,35.6,59.88001693480102,24444,23.8,0.08,2013,0.53,0.47
University of Milan,Italy,36.3,35.7,24.2,61.0,38.2,59.88001693480102,58618,24.3,0.05,2013,0.6,0.4
University of Milan-Bicocca,Italy,26.1,36.2,21.1,76.0,39.0,59.88001693480102,33370,72.5,0.05,2013,0.6,0.4
University of Münster,Germany,35.9,43.2,20.4,63.6,38.2,59.88001693480102,39838,46.1,0.08,2013,0.53,0.47
University of Oregon,United States of America,31.5,30.2,21.7,70.4,49.032975986277876,59.88001693480102,24418,20.2,0.11,2013,0.52,0.48
University of Trieste,Italy,19.6,48.5,14.3,82.2,33.6,59.88001693480102,18135,25.8,0.09,2013,0.56,0.44
Victoria University of Wellington,New Zealand,22.3,84.8,29.1,55.6,43.0,59.88001693480102,17142,21.1,0.21,2013,0.55,0.45
Vienna University of Technology,Austria,44.8,71.4,32.4,34.2,65.5,59.88001693480102,26419,52.0,0.27,2013,0.27,0.73
Aberystwyth University,United Kingdom,23.8,63.1,21.7,64.3,34.9,59.88001693480102,9252,19.2,0.18,2013,0.48,0.52
Bangor University,United Kingdom,27.6,70.3,25.7,53.8,31.6,59.88001693480102,9567,19.5,0.22,2013,0.55,0.45
Bayreuth University,Germany,25.6,50.4,14.9,72.1,35.4,59.88001693480102,12520,35.5,0.08,2013,0.46,0.54
Bielefeld University,Germany,27.4,47.5,20.3,63.5,35.1,59.88001693480102,21428,67.8,0.08,2013,0.57,0.43
Boğaziçi University,Turkey,35.4,36.7,33.9,48.1,38.4,59.88001693480102,11506,25.0,0.07,2013,0.5,0.5
Colorado State University,United States of America,30.8,29.8,32.0,55.8,49.032975986277876,59.88001693480102,26769,19.0,0.05,2013,0.52,0.48
Drexel University,United States of America,34.7,36.6,14.9,65.1,34.7,59.88001693480102,20713,10.8,0.18,2013,0.48,0.52
Istanbul Technical University,Turkey,34.9,20.8,25.5,52.9,98.0,59.88001693480102,34550,16.0,0.05,2013,0.34,0.66
Montpellier University,France,22.2,54.2,25.8,64.4,32.8,59.88001693480102,36731,18.4,0.14,2013,0.51,0.49
Oregon State University,United States of America,27.1,34.2,24.2,64.1,31.0,59.88001693480102,22578,16.8,0.09,2013,0.47,0.53
Queen’s University Belfast,United Kingdom,28.0,87.1,23.8,52.2,48.1,59.88001693480102,17940,17.9,0.3,2013,0.54,0.46
Ruhr University Bochum,Germany,36.7,48.3,32.9,42.4,54.3,59.88001693480102,38675,46.3,0.13,2013,0.48,0.52
Shanghai Jiao Tong University,China,43.4,20.7,37.9,31.3,76.1,59.88001693480102,38191,12.8,0.06,2013,0.37,0.63
Tokyo Medical and Dental University (TMDU),Japan,47.5,21.9,21.6,47.1,45.4,59.88001693480102,2872,3.3,0.07,2013,0.51,0.49
TU Dresden,Germany,29.7,48.9,15.6,63.9,36.1,59.88001693480102,35487,37.4,0.12,2013,0.42,0.58
University of Bath,United Kingdom,28.0,75.9,28.8,50.2,42.8,59.88001693480102,12830,18.8,0.3,2013,0.46,0.54
University of Bologna,Italy,34.4,37.6,27.4,53.9,35.1,59.88001693480102,85532,22.9,0.07,2013,0.56,0.44
University of Montana,United States of America,28.9,24.9,14.9,72.1,34.1,59.88001693480102,12470,15.2,0.03,2013,0.54,0.46
University of Newcastle,Australia,21.1,70.5,29.0,49.8,72.9,59.88001693480102,23508,21.9,0.18,2013,0.56,0.44
University of South Carolina,United States of America,37.5,31.3,28.0,53.2,30.8,59.88001693480102,29336,16.3,0.01,2013,0.55,0.45
University of Southern Denmark,Denmark,18.6,67.3,19.6,67.3,75.5,59.88001693480102,22210,12.7,0.16,2013,0.52,0.48
University of Trento,Italy,28.7,51.2,21.9,62.1,45.3,59.88001693480102,16841,43.2,0.08,2013,0.51,0.49
University of Turin,Italy,22.6,36.3,23.4,66.2,40.4,59.88001693480102,67552,66.0,0.06,2013,0.62,0.38
Virginia Polytechnic Institute and State University,United States of America,38.5,27.8,44.4,37.2,27.9,59.88001693480102,30850,18.6,0.1,2013,0.42,0.58
Autonomous University of Madrid,Spain,32.0,45.7,24.0,51.9,34.7,59.88001693480102,28296,13.0,0.15,2013,0.56,0.44
Brunel University London,United Kingdom,19.3,89.4,20.1,58.2,33.4,59.88001693480102,12613,17.6,0.38,2013,0.46,0.54
Charles University in Prague,Czech Republic,34.7,50.3,26.2,42.0,28.1,59.88001693480102,51438,13.0,0.15,2013,0.62,0.38
Claude Bernard University Lyon 1,France,23.6,50.0,17.1,62.6,49.032975986277876,59.88001693480102,35308,16.1,0.11,2013,0.5,0.5
Creighton University,United States of America,42.4,26.0,9.3,61.0,49.032975986277876,59.88001693480102,7086,8.3,0.02,2013,0.57,0.43
Hokkaido University,Japan,45.1,24.9,34.2,32.3,41.3,59.88001693480102,18162,8.2,0.09,2013,0.29,0.71
Hong Kong Baptist University,Hong Kong,22.9,62.0,15.1,57.6,29.6,59.88001693480102,10441,11.0,0.25,2013,0.61,0.39
Johannes Kepler University of Linz,Austria,22.0,59.0,13.8,59.3,49.032975986277876,59.88001693480102,19646,29.1,0.1,2013,0.48,0.52
King Abdulaziz University,Saudi Arabia,19.7,71.0,10.3,63.4,40.2,59.88001693480102,35889,8.4,0.21,2013,0.57,0.43
Kyushu University,Japan,44.0,21.7,28.8,30.7,73.1,59.88001693480102,18925,6.7,0.08,2013,0.28,0.72
Linköping University,Sweden,21.1,47.7,27.0,53.3,38.0,59.88001693480102,17866,7.7,0.1,2013,0.52,0.48
Medical University of Vienna,Austria,23.7,66.2,13.4,66.0,33.2,59.88001693480102,7426,2.9,0.28,2013,0.5,0.5
Murdoch University,Australia,19.4,83.3,18.9,49.6,44.2,59.88001693480102,16606,32.8,0.43,2013,0.59,0.41
National Cheng Kung University,Taiwan,33.1,22.9,40.3,30.4,99.9,59.88001693480102,21234,14.4,0.11,2013,0.36,0.64
National Sun Yat-Sen University,Taiwan,27.9,23.9,32.5,48.5,43.9,59.88001693480102,9336,19.6,0.04,2013,0.37,0.63
"National University of Ireland, Galway",Republic of Ireland,22.6,69.3,19.8,51.9,41.1,59.88001693480102,14067,26.8,0.14,2013,0.56,0.44
North Carolina State University,United States of America,34.8,29.2,28.8,47.6,35.7,59.88001693480102,30533,13.6,0.11,2013,0.44,0.56
Polytechnic University of Milan,Italy,27.2,38.1,23.8,47.7,68.1,59.88001693480102,30025,22.2,0.12,2013,0.34,0.66
Renmin University of China,China,36.1,45.8,12.0,59.6,44.0,59.88001693480102,24954,12.7,0.06,2013,0.5,0.5
Sapienza University of Rome,Italy,35.3,33.2,30.6,39.1,36.0,59.88001693480102,120986,32.3,0.07,2013,0.59,0.41
Sharif University of Technology,Iran,32.9,16.7,42.8,34.2,93.0,59.88001693480102,10977,18.7,0.0,2013,0.27,0.73
State University of New York Albany,United States of America,30.2,27.8,30.0,52.9,49.032975986277876,59.88001693480102,15387,18.5,0.08,2013,0.51,0.49
Sun Yat-sen University,China,33.1,24.2,17.8,52.2,43.5,59.88001693480102,51351,16.6,0.08,2013,0.51,0.49
UiT The Arctic University of Norway,Norway,21.7,61.8,19.4,56.4,29.1,59.88001693480102,10398,12.2,0.1,2013,0.6,0.4
University College Cork,Republic of Ireland,25.3,71.5,19.5,47.4,38.8,59.88001693480102,15805,22.3,0.15,2013,0.55,0.45
University of Canterbury,New Zealand,19.9,88.0,24.0,48.4,49.8,59.88001693480102,12187,16.5,0.2,2013,0.51,0.49
University of Crete,Greece,17.1,44.4,16.3,68.6,34.1,59.88001693480102,14650,26.9,0.05,2013,0.63,0.37
University of Eastern Finland,Finland,22.4,39.5,19.1,58.1,36.7,59.88001693480102,10798,17.3,0.06,2013,0.64,0.36
University of Fribourg,Switzerland,20.8,59.5,11.0,69.4,49.032975986277876,59.88001693480102,10416,46.9,0.19,2013,0.58,0.42
University of Graz,Austria,26.9,59.7,17.6,57.4,29.5,59.88001693480102,20584,26.8,0.12,2013,0.65,0.35
